St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
400311,22,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-07-29,Hyundai,Hyundai Tiburon,2005,Oklahoma,MAYES (97)
80291,33,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Volvo,Volvo Medium/Heavy - CBE,2016,Colorado,CHEYENNE (17)
481799,24,1,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-07-29,Nissan/Datsun,Nissan/Datsun 810/Maxima,2012,Texas,HARRIS (201)
62757,47,1,,"Front Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Pontiac,Pontiac G6,2007,California,TULARE (107)
371323,44,1,,"Front Seat, Left Side",True,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Ford,Ford Windstar,2001,North Carolina,SURRY (171)
40667,999,9,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Test Not Given,2020-07-29,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Arizona,MARICOPA (13)
61074,50,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Other Make,Other Make Other (vehicle),9999,California,TULARE (107)
170543,999,9,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-07-29,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Illinois,COOK (31)
200337,999,9,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Unknown Make,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",9999,Kansas,JOHNSON (91)
470561,19,1,,"Front Seat, Left Side",True,False,Reported as Unknown,Reported as Unknown,Test Not Given,2020-07-29,Dodge,Dodge Challenger (2008 on; for 1970-74 see model 005),2016,Tennessee,SHELBY (157)
470561,19,1,,"Front Seat, Right Side",True,True,Yes (drugs involved),No (Alcohol Not Involved),0.000 % BAC,2020-07-29,Dodge,Dodge Challenger (2008 on; for 1970-74 see model 005),2016,Tennessee,SHELBY (157)
470561,19,1,,"Second Seat, Left Side",True,True,No (drugs not involved),No (Alcohol Not Involved),0.000 % BAC,2020-07-29,Dodge,Dodge Challenger (2008 on; for 1970-74 see model 005),2016,Tennessee,SHELBY (157)
170544,57,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),"AC Test Performed, Results Unknown",2020-07-29,Infiniti,Infiniti JX35,2013,Illinois,COOK (31)
210360,31,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2020-07-29,Ford,Ford F-Series pickup,2004,Kentucky,KNOX (121)
121700,75,2,,"Front Seat, Right Side",False,False,Not Reported,Not Reported,Test Not Given,2020-07-29,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2018,Florida,MIAMI-DADE (86)
121700,60,1,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Not Reported,2020-07-29,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",2018,Florida,MIAMI-DADE (86)
390996,24,1,,"Front Seat, Left Side",True,False,Not Reported,Not Reported,Test Not Given,2020-07-29,Chevrolet,Chevrolet Cruze,2011,Ohio,MAHONING (99)
360419,29,1,,"Front Seat, Left Side",True,True,Not Reported,Not Reported,Not Reported,2020-07-29,Honda,Honda CR-V,2015,New York,DUTCHESS (27)
61275,51,1,,"Front Seat, Left Side",False,True,No (drugs not involved),Yes (Alcohol Involved),0.240 % BAC,2020-07-29,Yamaha,Yamaha 450-749cc,2006,California,ALAMEDA (1)
