St Case Num,Age,Sex,Race,Seat Pos,AirBag Deployed,Is Fatal,Is Drug,Is Drunk,BAC,Case Date,Make Name,Model Name,Model Year,State,County
130995,78,1,,"Front Seat, Left Side",False,True,Not Reported,Not Reported,0.000 % BAC,2019-09-19,KIA,KIA Sorento,2019,Georgia,WARE (299)
210482,77,1,,"Front Seat, Left Side",False,True,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2019-09-19,Other Make,Other Make Unknown cc (ATV),1995,Kentucky,HART (99)
250230,71,2,,"Front Seat, Left Side",False,False,No (drugs not involved),No (Alcohol Not Involved),Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,14,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
250230,13,2,,Other Passenger in enclosed passenger or cargo area,False,False,Not Reported,Not Reported,Test Not Given,2019-09-19,Thomas Built,"Thomas Built Bus: Front engine, Flat front",2018,Massachusetts,MIDDLESEX (17)
122174,40,1,,"Front Seat, Left Side",False,True,Reported as Unknown,Reported as Unknown,0.000 % BAC,2019-09-19,Yamaha,Yamaha 350-449cc,2015,Florida,VOLUSIA (127)
40611,43,1,,"Front Seat, Left Side",True,True,Reported as Unknown,Reported as Unknown,Test Not Given,2019-09-19,Buick / Opel,Buick / Opel Rendezvous,2004,Arizona,MARICOPA (13)
360590,43,2,,"Front Seat, Left Side",False,False,Not Reported,Not Reported,Not Reported,2019-09-19,Subaru,Subaru Forester,2018,New York,JEFFERSON (45)
