,CountyName,StateName,Fatals,lat,long
465,CHURCHILL ,Nevada,28,39.6136309,-118.4191948
466,CIALES ,Puerto Rico,3,18.334944,-66.469425
467,CIBOLA ,New Mexico,50,34.8722771,-107.9398474
468,CIDRA ,Puerto Rico,4,18.177767,-66.158046
469,CIMARRON ,Oklahoma,6,35.8884175,-97.60390844612068
470,CITRUS ,Florida,120,28.8512851,-82.5141209
471,CLACKAMAS ,Oregon,127,45.4206749,-122.670649
472,CLAIBORNE ,Louisiana,13,32.515978,-92.1918032
473,CLAIBORNE ,Mississippi,9,32.515978,-92.1918032
474,CLAIBORNE ,Tennessee,14,36.4673161,-83.6786377
475,CLARE ,Michigan,22,43.81947,-84.768628
476,CLARENDON ,South Carolina,46,34.5498302,-82.6279108
477,CLARION ,Pennsylvania,20,41.2148975,-79.3857047
478,CLARK ,Arkansas,27,44.877743,-97.733141
479,CLARK ,Idaho,4,44.2761996,-112.361997
480,CLARK ,Illinois,14,39.3260541,-87.7838526
481,CLARK ,Indiana,45,41.6113484,-87.3945392
482,CLARK ,Kansas,8,37.2045719,-99.8133765
483,CLARK ,Kentucky,25,37.1353228,-86.6022112
484,CLARK ,Missouri,6,39.2811499,-92.3426781
485,CLARK ,Nevada,788,36.3467726,-115.090737
486,CLARK ,Ohio,69,40.4489547,-81.9023614
487,CLARK ,South Dakota,3,44.877743,-97.733141
488,CLARKE ,Alabama,30,33.9145508,-87.5766817
489,CLARKE ,Georgia,59,33.9458693,-83.3557816
490,CLARKE ,Iowa,7,41.0152092,-93.7842976
491,CLARKE ,Mississippi,17,32.0396256,-88.7003965
492,CLATSOP ,Oregon,37,45.980728,-123.6687499
493,CLAY ,Alabama,15,33.6901715,-86.63708704111738
494,CLAY ,Arkansas,15,36.3609902,-90.4087659
495,CLAY ,Florida,91,29.9766524,-81.8470596
496,CLAY ,Georgia,5,33.6645745,-82.4442943
497,CLAY ,Illinois,9,38.7340694,-88.4910693
498,CLAY ,Indiana,21,39.2767084,-87.1127908
499,CLAY ,Iowa,8,42.1841771,-90.9431968
500,CLAY ,Kansas,5,39.3615169,-97.1718432
501,CLAY ,Kentucky,21,37.4767119,-87.8200159
502,CLAY ,Minnesota,15,46.8994904,-96.5088202
503,CLAY ,Mississippi,15,34.2701035,-88.3372675
504,CLAY ,Missouri,79,39.3187409,-94.4046405
505,CLAY ,Nebraska,4,40.5020772,-98.0695257
506,CLAY ,North Carolina,7,36.2426458,-78.5877789
507,CLAY ,South Dakota,6,42.9190617,-96.9712933
508,CLAY ,Tennessee,6,35.5695149,-86.6741637
509,CLAY ,Texas,14,33.6856157,-98.2123296
510,CLAYTON ,Georgia,196,34.8781479,-83.4009933
511,CLAYTON ,Iowa,15,42.8547706,-91.3667151
512,CLEAR CREEK ,Colorado,8,39.6754591,-105.6435349
513,CLEARFIELD ,Pennsylvania,55,41.0272796,-78.4391876
514,CLEARWATER ,Idaho,3,46.7108188,-115.658248
515,CLEARWATER ,Minnesota,6,45.4194099,-94.0488721
516,CLEBURNE ,Alabama,24,33.6506958,-85.5017359
517,CLEBURNE ,Arkansas,32,35.5298937,-92.0312818
518,CLERMONT ,Ohio,67,49.3780921,2.4141907
519,CLEVELAND ,Arkansas,8,35.4214685,-92.7096079
520,CLEVELAND ,North Carolina,79,35.7331953,-80.6770111
521,CLEVELAND ,Oklahoma,81,36.3099921,-96.4641953
522,CLINCH ,Georgia,8,30.8938781,-82.6923467
523,CLINTON ,Illinois,20,40.152645,-88.9607122
524,CLINTON ,Indiana,23,39.6569817,-87.3980741
525,CLINTON ,Iowa,22,41.8502821,-90.1877485
526,CLINTON ,Kentucky,12,36.6672813,-88.9933965
527,CLINTON ,Michigan,35,42.0719867,-83.9716096
528,CLINTON ,Missouri,14,37.8136539,-91.5595954
529,CLINTON ,New York,22,41.85,-73.816667
530,CLINTON ,Ohio,27,40.9267224,-81.6304022
531,CLINTON ,Pennsylvania,21,40.7242318,-79.7856073
532,CLOUD ,Kansas,5,39.4850226,-97.6705137
533,COAHOMA ,Mississippi,18,34.3667731,-90.5231561
534,COAL ,Oklahoma,4,35.1889858,-94.6607793
535,COAMO ,Puerto Rico,4,18.077547,-66.36351
536,COBB ,Georgia,256,31.958916799999997,-83.98826431763192
537,COCHISE ,Arizona,84,32.1139875,-109.9211642
538,COCHRAN ,Texas,3,30.0288326,-96.1294045
539,COCKE ,Tennessee,36,35.9467093,-83.103978
540,COCONINO ,Arizona,156,15.6836396,-87.3329197
541,CODINGTON ,South Dakota,13,44.9695646,-97.1976513
542,COFFEE ,Alabama,38,31.3629619,-85.9870669
543,COFFEE ,Georgia,41,31.507709,-82.3115156
544,COFFEE ,Tennessee,34,36.0239968,-82.5087495
545,COFFEY ,Kansas,5,38.235413,-95.7498925
546,COKE ,Texas,1,32.9251223,-95.4352285
547,COLBERT ,Alabama,36,34.6473396,-87.7921769
548,COLE ,Missouri,32,38.4627985,-93.275483
549,COLEMAN ,Texas,12,31.8310249,-99.4244712
550,COLES ,Illinois,25,39.5203111,-88.471163
551,COLFAX ,Nebraska,7,41.5738643,-97.0828487
552,COLFAX ,New Mexico,15,36.5967008,-104.7383283
553,COLLETON ,South Carolina,87,33.0398845,-80.882323
554,COLLIER ,Florida,161,26.2342488,-80.1592122
555,COLLIN ,Texas,192,33.1609629,-96.6060984
556,COLLINGSWORTH ,Texas,4,34.9487017,-100.2669137
557,COLORADO ,Texas,34,29.9857773,-97.1341536
558,COLQUITT ,Georgia,38,31.1712947,-84.7336278
559,COLUMBIA ,Arkansas,18,33.1938586,-93.2344337
560,COLUMBIA ,Florida,91,30.2097438,-82.62636328830749
561,COLUMBIA ,Georgia,38,32.4537541,-84.9035413
562,COLUMBIA ,New York,25,42.9277366,-75.0427129
563,COLUMBIA ,Oregon,22,45.5263911,-122.4044564
564,COLUMBIA ,Pennsylvania,24,40.032089,-76.5016402
565,COLUMBIANA ,Ohio,32,40.8886356,-80.6935916
566,COLUMBUS ,North Carolina,67,35.2531698,-82.1970584
567,COLUSA ,California,26,39.2141019,-122.009234
568,COMAL ,Texas,67,29.6455041,-98.2236219
569,COMANCHE ,Kansas,2,-16.9563676,-68.4270958
570,COMANCHE ,Oklahoma,40,34.3689748,-97.963924
571,COMANCHE ,Texas,17,31.8975584,-98.6040074
572,COMERÍO ,Puerto Rico,3,18.22027,-66.22442
573,CONCHO ,Texas,9,31.536823,-99.8114645
574,CONCORDIA ,Louisiana,19,39.571543,-97.661141
575,CONECUH ,Alabama,18,31.3966783,-86.9437104
576,CONEJOS ,Colorado,3,37.1851939,-106.1655431
577,CONTRA COSTA ,California,320,37.9034806,-121.9175345
578,CONWAY ,Arkansas,22,35.0891932,-92.4398402
579,COOK ,Georgia,21,-35.2601034,149.0663657
580,COOK ,Illinois,1290,41.8197385,-87.756525
581,COOK ,Minnesota,2,47.852418,-92.689618
582,COOKE ,Texas,31,33.582486,-97.2055298
583,COOPER ,Missouri,19,38.8452595,-92.8249579
584,COOS ,New Hampshire,15,44.698627,-71.3768039
585,COOS ,Oregon,44,43.2184144,-124.109621
586,COOSA ,Alabama,15,32.9181762,-86.2327497
587,COPIAH ,Mississippi,29,31.8563532,-90.4798717
588,COROZAL ,Puerto Rico,4,18.340227,-66.312445
589,CORSON ,South Dakota,6,45.7135207,-101.1797766
590,CORTLAND ,New York,11,42.6011813,-76.1804843
591,CORYELL ,Texas,37,31.5462735,-97.618353
592,COSHOCTON ,Ohio,23,40.2720151,-81.8595757
593,COSTILLA ,Colorado,11,37.2367948,-105.4182008
594,COTTLE ,Texas,1,34.0573118,-100.283259
595,COTTON ,Oklahoma,6,36.9709103,-95.8588688
596,COTTONWOOD ,Minnesota,5,44.608846,-95.674187
597,COVINGTON ,Alabama,30,31.196549,-86.4597236
598,COVINGTON ,Mississippi,31,40.1172727,-84.3538367
599,COWETA ,Georgia,79,35.9524768,-95.6508637
600,COWLEY ,Kansas,19,37.2413155,-96.8675685
601,CRAIG ,Oklahoma,9,34.8403759,-95.6274837
602,CRAIGHEAD ,Arkansas,69,35.8348413,-90.6441144
603,CRANE ,Texas,9,31.39572,-102.3521214
604,CRAVEN ,North Carolina,44,35.6284724,-80.3317223
605,CRAWFORD ,Arkansas,31,35.5803044,-94.2684622
606,CRAWFORD ,Georgia,10,33.8828954,-83.154596
607,CRAWFORD ,Illinois,8,41.8472546,-87.7294995
608,CRAWFORD ,Indiana,8,38.8458849,-86.397212
609,CRAWFORD ,Iowa,9,55.4695075,-3.6535274
610,CRAWFORD ,Kansas,18,38.5133425,-98.0350521
611,CRAWFORD ,Michigan,5,43.5239194,-84.7869585
612,CRAWFORD ,Missouri,25,37.9920098,-91.3156445
613,CRAWFORD ,Ohio,18,40.301456,-80.9875952
614,CRAWFORD ,Pennsylvania,42,41.1153882,-77.25663226614788
615,CREEK ,Oklahoma,52,19.7433506,-79.7668219
616,CRENSHAW ,Alabama,15,31.6809362,-86.3244009
617,CRISP ,Georgia,22,31.9568419,-83.6796135
618,CRITTENDEN ,Arkansas,49,35.2442546,-90.4556579
619,CRITTENDEN ,Kentucky,10,38.7828437,-84.6052206
620,CROCKETT ,Tennessee,15,36.2981215,-89.0428435
621,CROCKETT ,Texas,20,31.318017,-95.4572993
622,CROOK ,Oregon,11,40.8588799,-102.801026
623,CROSBY ,Texas,7,29.91154,-95.0632549
624,CROSS ,Arkansas,18,35.3001216,-90.7750181
625,CROW WING ,Minnesota,35,46.4665237,-94.1017044
626,CROWLEY ,Colorado,5,38.1930607,-103.8560646
627,CULBERSON ,Texas,25,31.4622625,-104.482834
628,CULLMAN ,Alabama,79,34.1748408,-86.8435802
629,CUMBERLAND ,Illinois,8,39.3039259,-87.9778114
630,CUMBERLAND ,Kentucky,7,36.9781475,-82.9884955
631,CUMBERLAND ,Maine,75,43.7966548,-70.2581692
632,CUMBERLAND ,New Jersey,87,39.3698374,-74.9407279
633,CUMBERLAND ,North Carolina,192,35.004886,-78.9672507
634,CUMBERLAND ,Pennsylvania,76,40.2323122,-76.8846956
635,CUMBERLAND ,Tennessee,53,36.599527,-83.6685252
636,CUMING ,Nebraska,7,41.9233919,-96.7921475
637,CURRITUCK ,North Carolina,15,36.4498773,-76.0154824
638,CURRY ,New Mexico,28,34.5220133,-103.3099435
639,CURRY ,Oregon,14,12.1035481,124.7376217
640,CUSTER ,Colorado,9,38.1072962,-105.3543375
641,CUSTER ,Idaho,7,44.2339362,-114.2286662
642,CUSTER ,Montana,6,46.1285834,-107.5545371
643,CUSTER ,Nebraska,9,41.263133,-99.806622
644,CUSTER ,Oklahoma,20,35.6650491,-98.8831418
645,CUSTER ,South Dakota,14,43.766651,-103.598806
646,CUYAHOGA ,Ohio,364,41.4301347,-81.6905558
647,DADE ,Georgia,24,34.8722084,-85.4998791
648,DADE ,Missouri,11,37.4323036,-93.8406302
649,DAGGETT ,Utah,1,40.915567,-109.4798174
650,DAKOTA ,Minnesota,63,43.9138856,-91.3598478
651,DAKOTA ,Nebraska,4,42.4153516,-96.41853
652,DALE ,Alabama,36,31.3940969,-85.623763
653,DALLAM ,Texas,8,30.4202062,-96.2163488
654,DALLAS ,Alabama,41,33.8495444,-86.6605469
655,DALLAS ,Arkansas,5,34.5359403,-94.2190985
656,DALLAS ,Iowa,20,41.2242996,-93.2420211
657,DALLAS ,Missouri,19,38.9397288,-94.6030118
658,DALLAS ,Texas,1171,32.7762719,-96.7968559
659,DANIELS ,Montana,2,43.4088984,23.2203193
660,DARE ,North Carolina,15,-8.93053,125.56078
661,DARKE ,Ohio,32,40.168765,-84.631372
662,DARLINGTON ,South Carolina,76,34.2998762,-79.8761741
663,DAUPHIN ,Pennsylvania,109,40.3678069,-76.9333394
664,DAVIDSON ,North Carolina,118,35.4992614,-80.8485218
665,DAVIDSON ,Tennessee,401,36.5681234,-85.0224493
666,DAVIE ,North Carolina,22,36.0168033,-80.4642231
667,DAVIESS ,Indiana,14,38.6776099,-87.0813484
668,DAVIESS ,Kentucky,42,37.6877924,-87.0818357
669,DAVIESS ,Missouri,11,39.9587505,-93.9962662
670,DAVIS ,Iowa,5,43.3708012,-92.2976712
671,DAVIS ,Utah,53,41.0263758,-112.1197426
672,DAVISON ,South Dakota,3,43.6660467,-98.1383168
673,DAWES ,Nebraska,3,42.71723,-103.1216528
674,DAWSON ,Georgia,18,31.7735001,-84.4465827
675,DAWSON ,Montana,7,43.4088984,23.2203193
676,DAWSON ,Nebraska,10,40.8776438,-99.8505693
677,DAWSON ,Texas,12,31.8940478,-96.7147127
678,DAY ,South Dakota,2,45.3658879,-97.6152661
679,DE BACA ,New Mexico,4,34.2989792,-104.4155765
680,DE SOTO ,Florida,49,27.6153028,-82.7350142
681,DE SOTO ,Louisiana,29,32.029052,-93.6951819
682,DE SOTO ,Mississippi,90,31.9739274,-88.71732
683,DE WITT ,Illinois,6,40.1811468,-88.7861844
684,DE WITT ,Texas,19,31.030974,-98.326329
685,DEAF SMITH ,Texas,15,34.9323974,-102.5983118
686,DEARBORN ,Indiana,27,39.1340338,-84.9820997
687,DECATUR ,Georgia,30,33.7737582,-84.296069
688,DECATUR ,Indiana,14,40.830603,-84.9291329
689,DECATUR ,Iowa,6,40.7418231,-93.7994193
690,DECATUR ,Kansas,2,39.7940527,-100.472769
691,DECATUR ,Tennessee,12,35.5147939,-84.7902223
692,DEER LODGE ,Montana,6,46.395761,-112.730038
693,DEFIANCE ,Ohio,18,41.2844933,-84.3557802
694,DEKALB ,Alabama,63,34.4524349,-85.7662118
695,DEKALB ,Georgia,408,33.7575613,-84.2186508
696,DEKALB ,Illinois,38,41.9295371,-88.7503776
697,DEKALB ,Indiana,24,34.3773741,-80.5959099
698,DEKALB ,Missouri,10,39.885757,-94.4078109
699,DEKALB ,Tennessee,17,35.9804643,-85.83965
700,DEL NORTE ,California,24,41.7261767,-123.91328
701,DELAWARE ,Indiana,66,39.1478313,-85.2071816
702,DELAWARE ,Iowa,8,42.4752682,-91.3454214
703,DELAWARE ,New York,21,41.761111,-75.002222
704,DELAWARE ,Ohio,50,40.2986724,-83.067965
705,DELAWARE ,Oklahoma,25,36.7786985,-95.6394227
706,DELAWARE ,Pennsylvania,99,41.1609285,-74.9093368
707,DELTA ,Colorado,21,38.7436121,-108.0729172
708,DELTA ,Michigan,12,46.0236602,-86.8950252
709,DELTA ,Texas,1,31.8663848,-102.3908144
710,DENALI ,Alaska,1,63.878678,-149.650166
711,DENT ,Missouri,12,37.5533768,-91.9737686
712,DENTON ,Texas,210,33.2150386,-97.1330516
713,DENVER ,Colorado,229,39.7392364,-104.984862
714,DES MOINES ,Iowa,9,41.5910323,-93.6046655
715,DESCHUTES ,Oregon,77,44.1569232,-121.2586995
716,DESHA ,Arkansas,8,33.7740219,-91.3110517
717,DEUEL ,Nebraska,4,41.1097054,-102.3261249
718,DEUEL ,South Dakota,3,44.7554353,-96.671551
719,DEWEY ,Oklahoma,6,36.7959193,-95.9355387
720,DEWEY ,South Dakota,4,45.1788983,-100.8592127
721,DICKENS ,Texas,2,33.6217516,-100.836521
722,DICKEY ,North Dakota,3,46.0952757,-98.5322728
723,DICKINSON ,Iowa,7,43.3753018,-95.1654279
724,DICKINSON ,Kansas,21,38.8790615,-97.1893341
725,DICKINSON ,Michigan,12,42.61097185,-82.6216663005456
726,DICKSON ,Tennessee,44,36.0766534,-87.3870096
727,DILLINGHAM ,Alaska,2,59.9011107,-158.2016852
728,DILLON ,South Carolina,45,34.4165391,-79.3713948
729,DIMMIT ,Texas,15,28.3821949,-99.7178226
730,DISTRICT OF COLUMBIA ,District of Columbia,126,38.912097,-77.014683
731,DIVIDE ,North Dakota,1,48.8189219,-103.5180387
732,DIXIE ,Florida,17,28.4349991,-82.3025888
733,DIXON ,Nebraska,1,42.4161117,-96.9972675
734,DODGE ,Georgia,17,32.2304498,-83.2290417
735,DODGE ,Minnesota,13,44.0175404,-92.8678406
736,DODGE ,Nebraska,19,41.58577,-96.6789773
737,DOLORES ,Colorado,3,37.4738818,-108.504535
738,DONA ANA ,New Mexico,74,32.3894359,-106.814013
739,DONIPHAN ,Kansas,6,39.7831556,-95.1776492
740,DONLEY ,Texas,13,34.9315007,-100.8145306
741,DOOLY ,Georgia,19,32.1542383,-83.8253817
742,DORADO ,Puerto Rico,8,18.470148,-66.270981
743,DORCHESTER ,Maryland,14,38.6177223,-76.9431297
744,DORCHESTER ,South Carolina,86,33.1398875,-80.3942635
745,DOUGHERTY ,Georgia,55,34.3823179,-84.0649113
746,DOUGLAS ,Colorado,76,39.3420437,-104.9468945
747,DOUGLAS ,Georgia,71,31.5088073,-82.8498654
748,DOUGLAS ,Illinois,11,40.7861488,-90.0842843
749,DOUGLAS ,Kansas,33,55.556821,-3.8480017
750,DOUGLAS ,Minnesota,20,44.1084944,-92.5721145
751,DOUGLAS ,Missouri,19,40.1044383,-94.5969058
752,DOUGLAS ,Nebraska,151,40.5915455,-96.3852426
753,DOUGLAS ,Nevada,22,38.8543857,-115.1444637
754,DOUGLAS ,Oregon,104,31.3447174,-109.5545036
755,DOUGLAS ,South Dakota,3,55.556821,-3.8480017
756,DREW ,Arkansas,17,32.5451442,-92.2412489
757,DUBOIS ,Indiana,12,38.445332,-86.8044393
758,DUBUQUE ,Iowa,21,42.5006243,-90.6647985
759,DUCHESNE ,Utah,16,40.1632913,-110.4029329
760,DUKES ,Massachusetts,5,38.8964732,-81.4517882
761,DUNDY ,Nebraska,1,40.1849874,-101.6959427
762,DUNKLIN ,Missouri,29,36.2156534,-90.0591292
763,DUNN ,North Dakota,7,47.30612,-102.6112348
764,DUPAGE ,Illinois,155,41.8603735,-88.0906873
765,DUPLIN ,North Carolina,74,49.2338955,21.6262795
766,DURHAM ,North Carolina,116,35.996653,-78.9018053
767,DUTCHESS ,New York,85,40.5966409,-74.09847
768,DUVAL ,Florida,637,30.3540073,-81.6632109
769,DUVAL ,Texas,14,27.6708701,-98.5121975
770,DYER ,Tennessee,29,36.0667348,-88.9939549
771,EAGLE ,Colorado,15,39.6161124,-106.7172844
772,EARLY ,Georgia,10,31.3454341,-84.9282058
773,EAST BATON ROUGE ,Louisiana,296,30.5254797,-91.0899217
774,EAST CARROLL ,Louisiana,5,32.6949938,-91.2605142
775,EAST FELICIANA ,Louisiana,22,30.8462165,-91.0405799
776,EASTLAND ,Texas,29,32.4006299,-98.8194482
777,EATON ,Michigan,51,42.554088500000006,-84.76559578948317
778,ECHOLS ,Georgia,2,30.6968025,-82.9078762
779,ECTOR ,Texas,183,43.9850693,-75.504911
780,EDDY ,New Mexico,52,32.4003136,-104.345259
781,EDDY ,North Dakota,2,47.7113958,-98.9087265
782,EDGAR ,Illinois,10,39.6714952,-87.7340364
783,EDGECOMBE ,North Carolina,44,34.4629453,-77.5949717
784,EDGEFIELD ,South Carolina,24,33.7895774,-81.9295582
785,EDMONSON ,Kentucky,12,34.2825704,-101.900181
786,EDMUNDS ,South Dakota,1,45.4163408,-99.2220208
787,EDWARDS ,Kansas,2,37.8684743,-99.3245584
788,EDWARDS ,Texas,6,29.9116617,-100.3457636
789,EFFINGHAM ,Georgia,27,34.0579372,-79.7531209
790,EFFINGHAM ,Illinois,29,39.1201433,-88.54348
791,EL DORADO ,California,95,38.7574137,-120.5276129
792,EL PASO ,Colorado,292,38.8287435,-104.5253456
793,EL PASO ,Texas,323,31.7550511,-106.488234
794,ELBERT ,Colorado,17,39.3138822,-104.0868973
795,ELBERT ,Georgia,20,37.3353923,-81.5392729
796,ELK ,Kansas,2,37.4619149,-96.2528451
797,ELK ,Pennsylvania,14,39.7409737,-75.91577109554082
798,ELKHART ,Indiana,98,41.6819935,-85.9766671
799,ELKO ,Nevada,39,40.83269,-115.7630942
800,ELLIOTT ,Kentucky,7,34.9840557,-78.2136058
801,ELLIS ,Kansas,8,38.915304000000006,-99.31725312947998
802,ELLIS ,Oklahoma,3,42.4253505,-76.3813253
803,ELLIS ,Texas,115,32.3347829,-96.7920233
804,ELLSWORTH ,Kansas,16,38.7305648,-98.2281126
805,ELMORE ,Alabama,42,32.5466225,-86.36701611624639
806,ELMORE ,Idaho,34,43.3073766,-115.5411027
807,EMANUEL ,Georgia,24,32.6080151,-82.291685
808,EMERY ,Utah,20,38.9235316,-111.248137
809,EMMET ,Iowa,6,43.3707528,-94.6749933
810,EMMET ,Michigan,12,45.5064041,-84.8567966
811,EMMONS ,North Dakota,3,46.2575403,-100.2574942
812,ERATH ,Texas,44,32.1954856,-98.2213499
813,ERIE ,New York,185,42.6242257,-79.066983
814,ERIE ,Ohio,35,41.0854133,-80.652812
815,ERIE ,Pennsylvania,80,42.1294712,-80.0852695
816,ESCAMBIA ,Alabama,31,31.1168422,-87.1070947
817,ESCAMBIA ,Florida,244,30.6625885,-87.3451089
818,ESMERALDA ,Nevada,13,38.2868442,-118.8811293
819,ESSEX ,Massachusetts,141,42.6320389,-70.7828255
820,ESSEX ,New Jersey,179,40.8245442,-74.2845925
821,ESSEX ,New York,15,44.3093018,-73.3504048
822,ESTILL ,Kentucky,9,37.4570438,-82.8187717
823,ETOWAH ,Alabama,59,34.0371404,-86.022147
824,EUREKA ,Nevada,11,39.1997028,-119.6365012
825,EVANGELINE ,Louisiana,24,30.2624271,-92.5706934
826,EVANS ,Georgia,13,38.8204897,-81.7799648
827,FAIRBANKS NORTH STAR ,Alaska,25,64.8649039,-146.7751619
828,FAIRFIELD ,Connecticut,157,41.1412078,-73.2637258
829,FAIRFIELD ,Ohio,60,39.3458953,-84.5605031
830,FAIRFIELD ,South Carolina,46,34.5195478,-82.8276404
831,FAJARDO ,Puerto Rico,4,18.328746,-65.666261
832,FALL RIVER ,South Dakota,11,43.2264954,-103.5791473
833,FALLS ,Texas,22,31.2320941,-96.9262126
834,FANNIN ,Georgia,13,,
835,FANNIN ,Texas,39,28.6955486,-97.2358241
836,FARIBAULT ,Minnesota,12,44.2949637,-93.268827
837,FAULK ,South Dakota,3,45.0743643,-99.1739778
838,FAULKNER ,Arkansas,58,35.1470851,-92.3219053
839,FAYETTE ,Alabama,14,33.6845539,-87.8308522
840,FAYETTE ,Georgia,44,33.505669,-84.4860385
841,FAYETTE ,Illinois,23,39.0001282,-89.0430211
842,FAYETTE ,Indiana,19,39.9311533,-86.3972193
843,FAYETTE ,Iowa,13,42.8433022,-91.802268
844,FAYETTE ,Kentucky,116,38.0464066,-84.4970393
845,FAYETTE ,Ohio,22,41.6733867,-84.3268927
846,FAYETTE ,Pennsylvania,70,39.8222992,-79.918944
847,FAYETTE ,Tennessee,24,35.3661933,-89.2095117
848,FAYETTE ,Texas,42,29.8381635,-96.9559692
849,FENTRESS ,Tennessee,8,36.4160744,-85.0376843
850,FERGUS ,Montana,10,43.4088984,23.2203193
851,FILLMORE ,Minnesota,11,43.7485749,-92.2682204
852,FILLMORE ,Nebraska,5,34.3985613,-118.9125093
853,FINNEY ,Kansas,19,38.0452481,-100.8199963
854,FISHER ,Texas,3,32.7937187,-100.3898295
855,FLAGLER ,Florida,63,29.4844412,-81.2917415
856,FLATHEAD ,Montana,58,43.4088984,23.2203193
857,FLEMING ,Kentucky,8,37.1956586,-82.6990458
858,FLORENCE ,South Carolina,139,34.1984435,-79.7671658
859,FLORIDA ,Puerto Rico,1,18.36413,-66.559972
860,FLOYD ,Georgia,71,34.4267553,-85.1549502
861,FLOYD ,Indiana,25,43.2199124,-75.334928
862,FLOYD ,Iowa,8,43.1278951,-92.7365926
863,FLOYD ,Kentucky,32,37.2509114,-84.6524445
864,FLOYD ,Texas,4,33.148727,-96.244978
865,FORD ,Illinois,16,41.506424,-87.5917092
866,FORD ,Kansas,16,37.7072469,-99.8943146
867,FOREST ,Pennsylvania,3,40.9247847,-77.6891658
868,FORREST ,Mississippi,57,31.3154526,-89.3167289
869,FORSYTH ,Georgia,54,33.0344998,-83.9389018
870,FORSYTH ,North Carolina,153,33.0344998,-83.9389018
871,FORT BEND ,Texas,143,29.511218,-95.7807348
872,FOUNTAIN ,Indiana,8,40.2222596,-87.3352894
873,FRANKLIN ,Alabama,29,32.4784706,-85.8024562
874,FRANKLIN ,Arkansas,24,36.170346,-91.7759792
875,FRANKLIN ,Florida,7,29.7482666,-85.0279671
876,FRANKLIN ,Georgia,38,33.2776182,-85.0979973
877,FRANKLIN ,Idaho,5,42.1093652,-111.8203389
878,FRANKLIN ,Illinois,29,39.6203259,-90.0440001
879,FRANKLIN ,Indiana,14,39.4806056,-86.0549863
880,FRANKLIN ,Iowa,5,40.6686761,-91.511773
881,FRANKLIN ,Kansas,23,38.5720008,-95.3184483
882,FRANKLIN ,Kentucky,15,36.722263,-86.5772177
883,FRANKLIN ,Louisiana,18,29.7962145,-91.5055523
884,FRANKLIN ,Maine,13,44.5870207,-68.2322375
885,FRANKLIN ,Massachusetts,26,42.0834313,-71.396725
886,FRANKLIN ,Mississippi,4,31.4215584,-91.0981606
887,FRANKLIN ,Missouri,79,38.4021095,-91.0841241
888,FRANKLIN ,Nebraska,1,40.096124,-98.952581
889,FRANKLIN ,New York,18,42.3406373,-75.1651689
890,FRANKLIN ,North Carolina,50,35.1823171,-83.3815429
891,FRANKLIN ,Ohio,419,39.5589474,-84.3041074
892,FRANKLIN ,Pennsylvania,68,40.3422961,-78.8847466
893,FRANKLIN ,Tennessee,21,35.925206,-86.8689419
894,FRANKLIN ,Texas,8,30.27521,-94.7960361
895,FREDERICK ,Maryland,87,39.415779,-77.4127562
896,FREEBORN ,Minnesota,7,43.6763617,-93.3501681
897,FREESTONE ,Texas,41,31.5423947,-96.2480265
898,FREMONT ,Colorado,26,38.4692006,-105.4328622
899,FREMONT ,Idaho,19,44.2309391,-111.4218314
900,FREMONT ,Iowa,14,41.2126553,-92.4357359
901,FRESNO ,California,548,36.7394421,-119.78483
902,FRIO ,Texas,24,34.7153425,-102.4074249
903,FRONTIER ,Nebraska,1,40.5520473,-100.4230266
904,FULTON ,Arkansas,18,36.3783981,-91.8110982
905,FULTON ,Georgia,523,33.5902659,-84.6712292
906,FULTON ,Illinois,20,41.8662157,-90.1657833
907,FULTON ,Indiana,17,40.9472635,-86.2627772
908,FULTON ,Kentucky,8,36.5056054,-88.8752157
909,FULTON ,New York,18,42.571111,-74.453611
910,FULTON ,Ohio,23,40.4625607,-82.8287896
911,FULTON ,Pennsylvania,17,40.2734033,-79.7214326
912,GADSDEN ,Florida,45,30.5937346,-84.6389937
913,GAGE ,Nebraska,7,40.2469449,-96.7021336
914,GAINES ,Texas,31,32.7044935,-102.6220553
915,GALLATIN ,Illinois,7,37.7509507,-88.2264519
916,GALLATIN ,Kentucky,10,31.8910032,-95.1454998
917,GALLATIN ,Montana,30,43.4088984,23.2203193
918,GALLIA ,Ohio,19,38.8309103,-82.5176592
919,GALVESTON ,Texas,146,29.3056996,-94.7933252
920,GARDEN ,Nebraska,3,41.6440533,-102.3392806
921,GARFIELD ,Colorado,32,39.5462048,-107.8776144
922,GARFIELD ,Montana,5,43.4088984,23.2203193
923,GARFIELD ,Nebraska,3,40.8814882,-74.113198
924,GARFIELD ,Oklahoma,24,45.9406974,-95.4921314
925,GARFIELD ,Utah,11,37.8018067,-111.5853156
926,GARLAND ,Arkansas,74,33.3629029,-93.7099012
927,GARRARD ,Kentucky,10,37.1237006,-83.746308
928,GARRETT ,Maryland,24,39.0342764,-77.0951454
929,GARVIN ,Oklahoma,30,33.9539972,-94.9424443
930,GARZA ,Texas,11,33.1414018,-101.287742
931,GASCONADE ,Missouri,11,38.669489,-91.5601667
932,GASTON ,North Carolina,94,36.5004281,-77.6449804
933,GATES ,North Carolina,10,36.5034867,-76.7691236
934,GEARY ,Kansas,14,38.9885445,-96.7619968
935,GEAUGA ,Ohio,54,41.4768249,-81.1850459
936,GEM ,Idaho,11,44.0123019,-116.3846609
